,LotArea,Neighborhood,HouseStyle,RoofStyle,Foundation,CentralAir,YrSold,LandContour,Utilities,Condition1,Fireplaces,SaleType,KitchenQual,OverallQual,Heating,OpenPorchSF,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,FullBath,1stFlrSF,SalePrice
331,8176,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,1,308,TA,1,1056,139000
332,10655,NridgHt,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,RFn,3,880,TA,2,1629,284000
333,8198,NridgHt,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,30,Attchd,RFn,2,484,TA,2,1358,207000
334,9042,Gilbert,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,2,WD,TA,6,GasA,38,Attchd,Fin,2,472,TA,2,943,192000
335,164660,Timber,1.5Fin,Gable,CBlock,Y,2008,HLS,AllPub,Norm,2,WD,TA,5,GasA,0,Attchd,Fin,2,529,TA,2,1619,228950
336,14157,StoneBr,1Story,Hip,PConc,Y,2007,HLS,AllPub,Norm,1,WD,Gd,9,GasA,51,Attchd,Fin,3,676,TA,2,1922,377426
337,9135,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,74,Attchd,RFn,2,532,TA,2,1536,214000
338,14145,NWAmes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,45,Attchd,RFn,2,440,TA,2,1621,202500
339,12400,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Feedr,0,WD,TA,6,GasA,0,Attchd,Unf,1,297,TA,1,1215,155000
340,14191,Timber,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,0,Attchd,Fin,2,431,TA,2,993,202900
341,8400,SawyerW,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Feedr,0,WD,TA,4,GasA,0,CarPort,Unf,1,294,TA,1,841,82000
342,8544,mes,1Story,Gable,Slab,N,2006,Lvl,AllPub,Norm,0,WD,TA,3,Wall,0,Detchd,Unf,2,400,TA,2,1040,87500
343,8849,NridgHt,1Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,72,Attchd,RFn,2,564,TA,2,1684,266000
344,2592,MeadowV,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,336,TA,1,536,85000
345,6435,BrkSide,1.5Fin,Gable,BrkTil,Y,2006,Lvl,AllPub,RRAn,1,WD,Fa,6,GasA,0,Detchd,Unf,1,312,TA,1,972,140200
346,12772,mes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,RFn,1,301,TA,1,958,151500
347,17600,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,6,GasA,40,Attchd,Unf,2,498,TA,2,1478,157500
348,2448,NridgHt,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,27,BuiltIn,RFn,2,474,TA,2,764,154000
349,20431,NridgHt,2Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,2,New,Ex,9,GasA,0,Attchd,Fin,3,706,TA,2,1848,437154
350,7820,NridgHt,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Ex,9,GasA,54,Attchd,RFn,2,617,TA,2,1869,318061
351,5271,ClearCr,1Story,Gable,PConc,Y,2006,Low,AllPub,Norm,1,WD,Gd,7,GasA,80,Attchd,RFn,2,445,TA,1,1453,190000
352,9084,Edwards,1.5Fin,Gable,CBlock,N,2008,Lvl,AllPub,Artery,0,ConLw,TA,5,GasA,0,Detchd,Unf,1,200,TA,1,616,95000
353,8520,OldTown,1Story,Gable,BrkTil,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,2,484,TA,1,720,105900
354,8400,SWISU,1.5Fin,Gable,CBlock,Y,2006,Bnk,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,Unf,1,240,TA,1,1192,140000
355,11249,CollgCr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,26,Attchd,RFn,2,521,TA,2,1200,177500
356,9248,Gilbert,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,26,Attchd,RFn,2,400,TA,2,1167,173000
357,4224,MeadowV,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,5,GasA,90,Attchd,Fin,2,528,TA,1,1142,134000
358,6930,ClearCr,SLvl,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,BuiltIn,Unf,1,288,TA,1,1352,130000
359,12011,NoRidge,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,75,Attchd,RFn,2,592,TA,2,1086,280000
360,7540,Mitchel,SFoyer,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,470,TA,1,912,156000
361,9144,BrkSide,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,240,TA,1,988,145000
362,7301,Edwards,SFoyer,Gable,Slab,Y,2009,Lvl,AllPub,Norm,1,ConLD,Gd,7,GasA,0,BuiltIn,RFn,2,672,TA,3,495,198500
363,1680,BrDale,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Detchd,Unf,1,264,TA,1,483,118000
364,18800,NWAmes,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,111,Attchd,Fin,2,566,TA,2,790,190000
365,10690,IDOTRR,2Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,128,Detchd,Unf,1,468,TA,1,672,147000
366,9500,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,6,GasA,76,Attchd,RFn,2,514,TA,1,1394,159000
367,9150,mes,SLvl,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,110,Basment,RFn,1,296,TA,1,1431,165000
368,7800,mes,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,TA,5,GasA,98,Attchd,Fin,1,244,TA,1,1268,132000
369,9830,mes,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,17,Detchd,Fin,2,576,TA,1,1287,162000
370,8121,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,40,Attchd,RFn,2,460,TA,2,953,172400
371,17120,ClearCr,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Feedr,1,WD,TA,4,GasA,59,Detchd,Fin,2,680,TA,2,1120,134432
372,7175,SawyerW,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,1,264,TA,1,752,125000
373,10634,mes,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,270,TA,1,1319,123000
374,8200,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,48,BuiltIn,Fin,2,434,TA,2,847,219500
375,10020,Edwards,1Story,Gable,BrkTil,N,2009,Low,AllPub,Norm,0,WD,Fa,1,GasA,0,,,0,0,,0,904,61000
376,8846,CollgCr,SFoyer,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,1,914,148000
377,11143,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,214,Attchd,RFn,2,610,TA,3,1580,340000
378,11394,StoneBr,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,1,New,Ex,9,GasA,0,Attchd,Fin,3,834,TA,1,1856,394432
379,8123,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,RRAn,1,WD,TA,6,GasA,63,Attchd,Fin,2,463,TA,2,1007,179000
380,5000,SWISU,1.5Fin,Gable,BrkTil,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,0,Detchd,Unf,1,308,TA,2,1026,127000
381,7200,Somerst,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,7,GasA,121,Attchd,RFn,2,572,TA,2,1301,187750
382,9245,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,53,Attchd,RFn,2,639,TA,2,939,213500
383,9000,SawyerW,1.5Unf,Gable,BrkTil,N,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,2,360,Fa,1,784,76000
384,53107,ClearCr,2Story,Gable,PConc,Y,2007,Low,AllPub,Feedr,2,WD,Gd,6,GasA,231,Attchd,Fin,2,501,TA,2,1079,240000
385,3182,Blmngtn,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,20,Attchd,Fin,2,430,TA,2,1269,192000
386,8410,Edwards,1.5Fin,Gambrel,PConc,Y,2006,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,151,,,0,0,,1,658,81000
387,7200,Edwards,SLvl,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,1,352,TA,1,1125,125000
388,9382,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,25,Attchd,RFn,2,577,TA,2,1479,191000
389,12474,NridgHt,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,New,Ex,10,GasA,134,BuiltIn,Fin,3,846,TA,2,1742,426000
390,8405,Edwards,1.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,130,Detchd,Unf,1,384,TA,1,961,119000
391,12209,Mitchel,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,192,BuiltIn,Fin,2,560,TA,2,804,215000
392,8339,mes,1Story,Gable,Slab,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,1,294,TA,1,882,106500
393,7446,BrkSide,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Feedr,2,WD,TA,4,GasA,0,,,0,0,,1,788,100000
394,10134,OldTown,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,39,Detchd,Unf,1,240,TA,1,735,109000
395,9571,Edwards,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,596,TA,1,1144,129000
396,7200,CollgCr,1Story,Hip,CBlock,Y,2009,Low,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,RFn,2,600,TA,1,894,123000
397,7590,mes,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,PosN,1,WD,TA,5,GasA,168,Attchd,RFn,1,264,TA,2,876,169500
398,8967,IDOTRR,1Story,Gable,BrkTil,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,338,Po,1,1077,67000
399,8125,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,168,Attchd,Fin,2,438,TA,2,1112,241000
400,14963,Veenker,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,2,WD,Ex,8,GasA,30,Attchd,Fin,2,500,TA,1,1288,245500
401,8767,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,7,GasA,0,Attchd,Fin,2,400,TA,2,1310,164990
402,10200,Sawyer,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,240,TA,1,672,108000
403,12090,NoRidge,2Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,123,BuiltIn,Fin,2,420,TA,2,1165,258000
404,10364,Gilbert,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,40,BuiltIn,Fin,2,373,TA,2,806,168000
405,9991,Sawyer,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Feedr,1,WD,TA,4,GasA,78,Attchd,Unf,2,490,TA,2,1620,150000
406,10480,SWISU,1.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,240,TA,1,1166,115000
407,15576,Crawfor,2Story,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,1,308,TA,2,840,177000
408,14154,NridgHt,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,7,GasA,62,Attchd,RFn,3,947,TA,2,1071,280000
409,10800,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,New,Ex,8,GasA,102,Attchd,Fin,3,836,TA,2,1050,339750
410,9571,Edwards,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,COD,TA,5,GasA,0,Attchd,Unf,1,350,TA,1,1276,60000
411,34650,Gilbert,1Story,Hip,CBlock,N,2006,Bnk,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Fin,2,572,TA,1,1056,145000
412,4403,Somerst,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,New,Gd,7,GasA,144,Attchd,Fin,2,484,TA,2,1478,222000
413,8960,OldTown,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Artery,1,WD,TA,5,GasA,0,Detchd,Unf,2,360,TA,1,1028,115000
414,11228,SawyerW,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,187,Attchd,Unf,3,678,TA,2,1080,228000
415,8899,Gilbert,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,7,GasA,30,Attchd,Fin,2,396,TA,2,1340,181134
416,7844,Sawyer,2Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Fin,2,440,TA,1,672,149500
417,22420,Crawfor,2Story,Hip,BrkTil,N,2007,Lvl,AllPub,Feedr,1,WD,TA,6,GasW,0,Detchd,Unf,3,864,TA,2,1370,239000
418,8160,Edwards,1.5Fin,Gable,BrkTil,N,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,240,TA,1,756,126000
419,8450,mes,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,5,GasA,85,Attchd,Unf,1,304,TA,1,1056,142000
420,7060,Mitchel,SFoyer,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,7,GasA,0,Attchd,Fin,4,784,TA,2,1344,206300
421,16635,NWAmes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,Fin,2,529,TA,2,1602,215000
422,21750,Mitchel,1Story,Hip,CBlock,Y,2008,HLS,AllPub,Artery,0,WD,TA,5,GasA,0,Attchd,RFn,2,520,TA,1,988,113000
423,9200,NoRidge,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,66,Attchd,Fin,3,696,TA,2,1470,315000
424,9000,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,44,Attchd,RFn,1,297,TA,1,1196,139000
425,3378,OldTown,2Story,Gable,CBlock,Y,2009,HLS,AllPub,Norm,2,WD,TA,7,GasA,0,Detchd,Unf,1,240,TA,1,707,135000
426,12800,SawyerW,SLvl,Gable,PConc,Y,2009,Low,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,Fin,2,569,TA,2,1644,275000
427,8593,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,1,352,TA,1,907,109008
428,6762,CollgCr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,7,GasA,54,Attchd,RFn,2,628,TA,2,1208,195400
429,11457,Timber,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,Unf,2,576,TA,2,1412,175000
430,1680,BrDale,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,COD,TA,6,GasA,0,Detchd,Unf,1,264,TA,1,483,85400
431,5586,OldTown,1.5Fin,Gable,BrkTil,Y,2008,Bnk,AllPub,Feedr,0,ConLD,TA,6,GasA,98,,,0,0,,1,1088,79900
432,1920,BrDale,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,36,Detchd,Unf,2,440,TA,1,765,122500
433,10839,Gilbert,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,36,Attchd,Fin,2,470,TA,2,926,181000
434,1890,MeadowV,SFoyer,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,,,0,0,,1,630,81000
435,10667,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,PosN,1,ConLw,Gd,7,GasA,61,Attchd,RFn,2,550,TA,2,827,212000
436,4400,OldTown,1.5Fin,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,2,440,TA,1,734,116000
437,6000,BrkSide,1.5Unf,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,180,TA,1,904,119000
438,4280,Crawfor,1Story,Gable,PConc,N,2007,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,0,Detchd,Unf,1,352,Gd,1,694,90350
439,12354,Edwards,1.5Fin,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,0,ConLI,Gd,6,GasA,46,Detchd,Unf,2,528,TA,1,684,110000
440,15431,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,2,WD,Ex,10,GasA,72,Attchd,Fin,3,672,TA,2,2402,555000
441,12108,Edwards,1Story,Gable,CBlock,N,2008,Lvl,AllPub,Norm,0,WD,Fa,4,GasA,0,,,0,0,,2,1440,118000
442,6240,BrkSide,1.5Fin,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,2,360,TA,2,1128,162900
443,3922,Blmngtn,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,7,GasA,16,Attchd,Fin,3,648,TA,2,1258,172500
444,8750,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,133,Attchd,Unf,2,493,TA,2,933,210000
445,9855,Edwards,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,COD,TA,6,GasA,0,Attchd,Unf,2,480,TA,1,1689,127500
446,16492,mes,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,PosA,1,WD,Gd,6,GasA,0,Attchd,Fin,2,578,TA,2,1888,190000
447,11214,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,Fin,2,431,TA,2,956,199900
448,8600,IDOTRR,1.5Fin,Gable,BrkTil,Y,2006,Bnk,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,1,198,TA,2,780,119500
449,6000,OldTown,1.5Fin,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,3,GasA,176,Detchd,Unf,1,308,TA,1,679,120000
450,5684,OldTown,1Story,Hip,BrkTil,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,113,Detchd,Unf,1,270,Fa,1,813,110000
451,70761,ClearCr,1Story,Gable,CBlock,Y,2006,Low,AllPub,Norm,2,WD,Gd,7,GasA,54,Attchd,Unf,2,576,TA,2,1533,280000
452,9303,Timber,2Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,122,Attchd,Fin,2,422,TA,2,888,204000
453,9000,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,30,Attchd,RFn,2,676,TA,2,786,210000
454,9297,Mitchel,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,560,TA,2,1728,188000
455,9600,NWAmes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,Attchd,Unf,2,528,TA,1,1242,175500
456,4571,OldTown,2Story,Gable,BrkTil,N,2008,Lvl,AllPub,Norm,0,COD,TA,5,GasA,0,Detchd,Unf,3,513,Fa,1,624,98000
457,53227,ClearCr,1Story,Flat,CBlock,Y,2008,Low,AllPub,Norm,2,WD,Gd,4,GasA,137,Attchd,Fin,2,529,TA,1,1663,256000
458,5100,OldTown,2Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,63,Detchd,Unf,1,228,TA,1,833,161000
459,7015,BrkSide,1.5Fin,Gable,CBlock,Y,2009,Bnk,AllPub,Norm,1,WD,Gd,5,GasA,0,Detchd,Unf,1,352,TA,1,979,110000
460,8004,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,RRAn,0,New,TA,8,GasA,150,BuiltIn,Fin,2,552,TA,2,832,263435
461,7200,SWISU,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Feedr,0,WD,Gd,7,GasA,0,Detchd,RFn,2,576,TA,1,575,155000
462,8281,Sawyer,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,1,360,TA,1,864,62383
463,11988,Crawfor,2Story,Hip,CBlock,Y,2008,HLS,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,1,240,TA,1,849,188700
464,8430,CollgCr,1Story,Gable,CBlock,Y,2009,HLS,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,2,1040,124000
465,3072,Blmngtn,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,20,Attchd,Fin,2,398,TA,2,1414,178740
466,10628,mes,1Story,Flat,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,Attchd,Unf,2,526,TA,1,1277,167000
467,9480,mes,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Artery,2,WD,Gd,5,GasA,0,Attchd,Unf,1,312,TA,1,888,146500
468,11428,NridgHt,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,44,Attchd,RFn,3,866,TA,2,1634,250000
469,9291,SawyerW,2Story,Gable,PConc,Y,2008,Lvl,AllPub,RRNe,0,WD,Gd,6,GasA,70,Attchd,RFn,2,506,TA,2,832,187000
470,6820,StoneBr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,54,Attchd,RFn,2,528,TA,1,1502,212000
471,11952,NWAmes,2Story,Mansard,CBlock,Y,2007,Lvl,AllPub,PosA,1,WD,TA,7,GasA,0,Attchd,RFn,2,534,TA,2,1161,190000
472,3675,Edwards,SLvl,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,28,Basment,RFn,2,525,TA,1,1072,148000
473,14977,NridgHt,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,8,GasA,63,Attchd,RFn,3,908,TA,2,1976,440000
474,5330,StoneBr,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Ex,8,GasA,48,Attchd,RFn,2,499,TA,2,1652,251000
475,8480,Sawyer,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,24,Detchd,Unf,2,624,TA,1,970,132500
476,13125,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,39,Attchd,Fin,2,508,TA,2,1493,208900
477,13693,NridgHt,2Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,84,BuiltIn,Fin,3,694,TA,2,2069,380000
478,10637,CollgCr,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,44,Attchd,RFn,3,826,TA,2,1718,297000
479,5925,OldTown,1Story,Hip,BrkTil,Y,2007,Bnk,AllPub,Norm,0,WD,TA,4,GasA,72,Detchd,Unf,2,672,TA,1,1131,89471
480,16033,NridgHt,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,9,GasA,112,Attchd,Fin,3,772,TA,2,1850,326000
481,11846,NridgHt,1Story,Hip,PConc,Y,2006,HLS,AllPub,Norm,1,WD,Ex,9,GasA,49,Attchd,Fin,3,874,TA,2,1792,374000
482,2500,OldTown,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,7,GasA,0,Attchd,Unf,1,164,Fa,1,916,155000
483,4500,Mitchel,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,125,Attchd,Unf,2,402,TA,2,1216,164000
484,7758,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,132,Detchd,Unf,1,264,TA,1,999,132500
485,9600,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,80,Attchd,Unf,1,264,TA,1,1113,147000
486,10289,mes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,RFn,2,515,TA,1,1073,156000
487,12243,NWAmes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,2,487,TA,2,1484,175000
488,10800,OldTown,1.5Fin,Gable,CBlock,N,2006,Lvl,AllPub,Norm,1,ConLD,TA,5,GasA,0,Attchd,Unf,2,520,TA,2,1766,160000
489,1526,MeadowV,SFoyer,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,4,GasA,0,Attchd,Unf,1,286,TA,1,630,86000
490,2665,MeadowV,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,24,BuiltIn,Fin,1,336,TA,1,616,115000
491,9490,mes,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Artery,2,WD,Fa,6,GasA,0,Attchd,Unf,1,240,TA,1,958,133000
492,15578,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,TA,6,GasA,0,Attchd,RFn,2,429,TA,2,728,172785
493,7931,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,1,308,TA,1,1269,155000
494,5784,OldTown,1Story,Gable,BrkTil,Y,2009,Lvl,AllPub,Artery,0,WD,TA,5,GasA,20,Attchd,Unf,1,273,TA,1,886,91300
495,7879,IDOTRR,1Story,Gable,CBlock,N,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,523,,,0,0,,1,720,34900
496,12692,NoRidge,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,75,Attchd,RFn,2,546,TA,3,3228,430000
